code,name,time,price,quote_price,amount,route,trend,position_60d_pct,return_5d_pct,day_change_pct,above_vwap,vwap,sector_alignment,market,intraday_return_pct,ep_pnl,ep_return_pct,closed,reason,evidence_path
300802,矩子科技,2026-09-08 09:34:15,25.82,25.76,77460.0,strong_continuation,bull,78.8,3.53,1.02,True,25.76,watch,neutral,-2.6336173508907823,-2430.93,-3.138303640588691,True,AI信号 strong | 按strong_continuation买入：前次回撤后已用完整日线放量1.70倍涨8.74%重新站稳平台及三均线，连续观察改善；今守VWAP，机器视觉、回购及业绩增长提供独立确认。 | 风险:板块仍为laggard、开盘大单净出；若跌回20日平台并一个观察区间不能收回，或持续失守VWAP、放量滞涨及长上影则失效。,/home/admin/stock-agent/data/agent_runs/20260908-093018-trading-simulated-2026-09-08_09_30_02/attempt-1/codex-events.jsonl
603321,梅轮电梯,2026-09-08 10:04:59,7.41,7.4,84474.0,strong_continuation,bull,95.5,4.36,6.63,True,7.26,neutral,neutral,0.9446693657219951,1570.66,1.8593413357956297,False,AI信号 medium | 按strong_continuation买入约8.5万元：昨2.79倍量突破，今涨6.63%、回撤仅0.67%并站上7.26元VWAP，实时主力大单均净入；完整退出金银河后替换。 | 风险:60日位置95.5%、公司增量证据一般且板块中性；若放量滞涨、长上影，或跌回平台并持续失守VWAP则失效。,/home/admin/stock-agent/data/agent_runs/20260908-100014-trading-simulated-2026-09-08_10_00_03/attempt-1/codex-events.jsonl
300179,四方达,2026-09-08 10:35:45,40.76,40.31,77444.0,early_start,bull,26.7,3.79,4.46,True,39.25,positive,neutral,-3.31207065750736,-1603.98,-2.0711481844946027,True,AI信号 strong | 按early_start买入约8万元：低位企稳与短均线改善已获盘中确认，现涨4.46%、守VWAP，半小时温和放量上行，主力大单净入且培育钻石板块加速，半年报营利双增。 | 风险:公司事件逻辑仅弱且60日收益仍负；若重新放量创新低、短均线转弱，或持续失守39.25元VWAP且回踩无承接，则资格失效。,/home/admin/stock-agent/data/agent_runs/20260908-103017-trading-simulated-2026-09-08_10_30_02/attempt-1/codex-events.jsonl
002258,利尔化学,2026-09-09 09:34:48,15.93,15.97,84429.0,strong_continuation,bull,75.1,5.21,2.7,False,15.98,neutral,neutral,-1.4438166980539902,-3734.41,-4.423136599983417,True,AI信号 strong | 按strong_continuation买入约8.5万元：连续观察2次且actionable，日线多头、平台与量能效率保持；主力/大单净入716万/1097万，合成生物产业化为独立公司逻辑。 | 风险:09:30无完整半小时且现略低于15.98元VWAP；若跌回20日平台并持续失守VWAP，或相对农化明显转弱，则资格失效。,/home/admin/stock-agent/data/agent_runs/20260909-093022-trading-simulated-2026-09-09_09_30_02/attempt-1/codex-events.jsonl
300408,三环集团,2026-09-09 10:04:16,121.02,120.15,84714.0,early_start,bear,27.0,5.45,4.32,True,118.94,watch,neutral,-2.6855065278466372,-2349.41,-2.7733432490497436,False,AI信号 strong | 按early_start买入约9万元：低位收敛、MACD金叉和短均线转向，盘中收复MA20并守118.94元VWAP，实时资金大额净入，业绩高增构成独立确认。 | 风险:长周期仍为空头，行业消息并非公司订单；若持续失守VWAP/MA20，或回踩放量创新低、短均线改善中断，则资格失效。,/home/admin/stock-agent/data/agent_runs/20260909-100011-trading-simulated-2026-09-09_10_00_02/attempt-1/codex-events.jsonl
603228,景旺电子,2026-09-09 10:34:48,112.1,112.38,78470.0,strong_continuation,bull,91.1,19.79,5.06,True,110.86,watch,neutral,-2.239072256913466,-2076.02,-2.64562253090353,True,AI信号 strong | 按strong_continuation买入约8.5万元：日线多头，现价112.38元守111.29元突破位与110.86元VWAP，5/20/60日相对强度100/86.4/100，主力/大单净入2.55亿/1.94亿；完整退出矩子科技后替换。 | 风险:5/20日涨幅约19.8%、60日位置91.1%且板块仅watch；若跌回111.29元并持续失守VWAP，或放量滞涨、长上影，则失效。,/home/admin/stock-agent/data/agent_runs/20260909-103023-trading-simulated-2026-09-09_10_30_02/attempt-1/codex-events.jsonl
002787,华源控股,2026-09-09 13:05:52,24.94,24.97,84796.0,early_start,bull,36.9,8.56,3.05,True,24.55,watch,neutral,-0.8420208500401039,-2987.96,-3.523703948299448,True,AI信号 strong | 按early_start买入约8.5万元：低点企稳、短均线改善及上涨量能占优，现站上24.55元VWAP，半小时量价齐升，实时资金双净入，公司增量逻辑提供独立确认。 | 风险:半小时加速后存在冲高回落风险且板块仅watch；若持续失守24.55元VWAP、跌回24.07元低点或短均线转弱，则结构失效。,/home/admin/stock-agent/data/agent_runs/20260909-130009-trading-simulated-2026-09-09_13_00_02/attempt-1/codex-events.jsonl
600875,东方电气,2026-09-09 14:34:13,26.25,26.2,73500.0,early_start,bear,4.6,-1.19,4.88,True,25.75,watch,neutral,0.4190476190476078,-2214.87,-3.0134285714285713,True,AI信号 strong | 按early_start买入约7.4万元：低位收敛后站上MA5/10/20及25.75元VWAP，现贴近日内高点，主力、大单净入3.95亿/2.55亿元；完整退出光迅科技后替换。 | 风险:长周期仍偏空且无公司增量逻辑；若放量跌回25.90元MA20、持续失守VWAP或回落至24.98元附近，结构失效。,/home/admin/stock-agent/data/agent_runs/20260909-143018-trading-simulated-2026-09-09_14_30_03/attempt-1/codex-events.jsonl
600710,苏美达,2026-09-10 10:04:27,11.32,11.27,84900.0,strong_continuation,bull,92.7,8.0,0.63,True,11.25,watch,neutral,,2074.53,2.4434982332155477,False,AI信号 strong | 按strong_continuation买入约8.5万元：多头守平台，现站上11.25元VWAP且主力净入661万元，中报营利增长提供独立确认。 | 风险:首次入池、板块仅watch且无完整半小时；跌回平台、持续失守VWAP或放量滞涨则失效。,/home/admin/stock-agent/data/agent_runs/20260910-100009-trading-simulated-2026-09-10_10_00_02/attempt-1/codex-events.jsonl
002171,楚江新材,2026-09-10 10:04:27,11.21,11.37,84075.0,strong_continuation,bull,29.4,10.93,2.8,True,11.31,watch,neutral,,-1300.22,-1.5465001486767767,False,AI信号 strong | 按strong_continuation买入约8.5万元：连续3次观察、平台突破，现涨2.8%站上11.31元VWAP，中报营利双增独立确认。 | 风险:资金仍双净出且60日动量为负；跌回平台、持续失守VWAP或相对板块明显转弱则失效。,/home/admin/stock-agent/data/agent_runs/20260910-100009-trading-simulated-2026-09-10_10_00_02/attempt-1/codex-events.jsonl
600590,泰豪科技,2026-09-10 10:34:46,8.97,8.96,84318.0,early_start,bull,32.7,5.57,-1.54,True,8.93,watch,neutral,,-965.3,-1.1448326573210938,False,AI信号 medium | 按early_start买入约8.5万元：低中位收敛、低点企稳及MA5/10转升，日线量能占优；盘中回升站上8.93元VWAP，半小时与近15分钟转强，AIDC电源逻辑独立确认。 | 风险:首次观察、60日动量弱且实时资金双净出；若持续失守8.93元VWAP、放量跌破8.83元低点或短均线改善消失则失效。,/home/admin/stock-agent/data/agent_runs/20260910-103017-trading-simulated-2026-09-10_10_30_02/attempt-1/codex-events.jsonl
000507,珠海港,2026-09-10 11:03:45,5.2,5.2,83720.0,strong_continuation,bull,93.0,1.98,0.78,True,5.17,neutral,neutral,,-347.12,-0.41462016244624944,False,AI信号 strong | 按strong_continuation买入约8.4万元：日线多头放量守平台，现站上5.17元VWAP、半小时上涨且资金双净入；回购股份注销为独立公司证据。 | 风险:60日位置93%、板块仅neutral且营利同比下降；跌回突破位、持续失守VWAP或放量滞涨则失效。,/home/admin/stock-agent/data/agent_runs/20260910-110014-trading-simulated-2026-09-10_11_00_03/attempt-1/codex-events.jsonl
